estacion_origen,estacion_destino,troncal_origen,troncal_destino,id_trazado_origen,id_trazado_destino,distancia_km_real,area_origen_m2,area_destino_m2,capacidad_origen,capacidad_destino,accesos_origen,accesos_destino,misma_troncal,hora_viaje,dia_semana,hora_pico,lluvia,nivel_retraso
Minuto de Dios,La Castellana,Calle_80,NQS,TZ005,TZ008,3.86,576.0,657.2,296,232,1,1,0,10,3,0,0,Bajo
Calle 161,General Santander,Norte,Autopista_Sur,TZ002,TZ010,18.81,517.86,0.0,96,404,1,1,0,23,5,0,0,Alto
Humedal Córdoba,Portal 80,Suba,Calle_80,TZ003,TZ005,4.37,357.6,0.0,156,165,1,1,0,4,1,0,0,Bajo
Quirigua,AV. 68,Calle_80,Calle_80,TZ005,TZ005,3.86,183.0,576.0,152,296,1,1,1,7,6,0,1,Bajo
General Santander,Santa Lucía,Autopista_Sur,Caracas_Sur,TZ010,TZ012,2.57,0.0,486.24,404,272,1,2,0,7,3,1,1,Alto
AV. Américas - AV. Boyacá,Banderas,Américas,Américas,TZ009,TZ009,1.29,347.145,0.0,272,608,1,2,1,22,3,0,0,Bajo
Suba - AV. Boyacá,AV. Américas - AV. Boyacá,Suba,Américas,TZ003,TZ009,12.09,707.0,347.145,144,272,2,1,0,16,4,0,0,Medio
Temporal Marly,La Campiña,Caracas,Suba,TZ001,TZ003,12.0,594.44,357.24,320,352,2,1,0,22,1,0,1,Medio
Suba - Calle 100,Calle 45 - American School Way,Suba,Caracas,TZ003,TZ001,6.18,357.56,638.89,304,320,1,2,0,13,4,0,0,Bajo
Calle 72,Calle 26,Caracas,Caracas,TZ001,TZ001,4.76,734.52,638.82,0,0,2,2,1,14,2,0,0,Bajo
Suba - Calle 116,Avenida Rojas - UNISALESIANA,Suba,El_Dorado,TZ003,TZ016,5.98,386.4,531.51,200,320,1,1,0,22,6,0,0,Bajo
AV. 39,AV. ElDorado,Caracas,NQS,TZ001,TZ008,1.31,644.0,192.4,312,260,2,1,0,23,0,0,0,Bajo
Ciudad Universitaria - Lotería de Bogotá,CDS - Carrera 32,El_Dorado,Américas,TZ016,TZ009,2.01,522.68,385.72,260,168,2,2,0,14,3,0,1,Medio
Biblioteca Tintal,Puentelargo,Américas,Suba,TZ009,TZ003,11.93,896.4,357.44,304,200,2,1,0,16,2,0,0,Medio
Carrera 90,Patio Bonito,Calle_80,Américas,TZ005,TZ009,10.37,568.6,896.4,304,304,1,2,0,11,6,0,1,Medio
Puentelargo,Calle 45 - American School Way,Suba,Caracas,TZ003,TZ001,6.89,357.44,638.89,200,320,1,2,0,9,1,0,0,Bajo
Guatoque - Veraguas,AV. Chile,Calle_13,NQS,TZ007,TZ008,7.27,415.2,694.56,240,344,1,2,0,12,3,0,1,Bajo
Ciudad Jardín - UAN,SENA,Carrera_10,Autopista_Sur,TZ018,TZ010,2.86,433.12,400.04,264,304,1,1,0,16,1,0,0,Medio
Biblioteca,Mandalay,Tunal,Américas,TZ014,TZ009,6.84,0.0,347.115,60,240,1,1,0,12,4,0,1,Medio
Museo Nacional,Portal 80,Carrera_7,Calle_80,TZ019,TZ005,11.47,0.0,0.0,240,165,1,1,0,10,1,0,0,Medio
Sevillana,AV. Jiménez - Caracas,Autopista_Sur,Caracas,TZ010,TZ001,7.48,397.12,631.155,204,288,1,2,0,11,5,0,0,Medio
Paloquemao,Suba - TV. 91,NQS,Suba,TZ008,TZ003,13.57,491.4,1095.56,272,264,1,2,0,15,6,0,0,Bajo
Quiroga,Paloquemao,Caracas_Sur,NQS,TZ012,TZ008,5.24,345.4,491.4,144,272,1,1,0,14,6,0,0,Alto
Ricaurte - CL 13,El Tiempo – Cámara de Comercio de Bogotá,Américas,El_Dorado,TZ009,TZ016,5.18,736.8,289.44,312,240,2,1,0,19,4,1,0,Medio
Calle 75 - Zona M,Ricaurte - CL 13,NQS,Américas,TZ008,TZ009,6.7,463.24,736.8,272,312,1,2,0,6,1,1,1,Medio
Héroes,Carrera 43 - Comapan,Norte,Américas,TZ002,TZ009,6.8,669.6,385.8,264,168,1,2,0,21,3,0,0,Bajo
Terreros - Hospital Cardio Vascular,Calle 142,Soacha,Norte,TZ011,TZ002,22.54,358.0,663.27,356,180,1,1,0,17,3,1,1,Alto
Danubio,La Castellana,Usme,NQS,TZ013,TZ008,15.95,996.0,657.2,304,232,2,1,0,10,6,0,0,Medio
Modelia,Portal 20 de Julio,El_Dorado,Carrera_10,TZ016,TZ018,12.36,288.87,0.0,260,350,1,1,0,21,3,0,1,Medio
Centro Memoria,Minuto de Dios,El_Dorado,Calle_80,TZ016,TZ005,8.67,520.04,576.0,260,296,2,1,0,14,6,0,0,Bajo
Avenida Rojas - UNISALESIANA,Tercer Milenio,El_Dorado,Caracas,TZ016,TZ001,7.61,531.51,644.0,320,320,1,2,0,20,1,0,0,Bajo
Ciudad Universitaria - Lotería de Bogotá,Marsella,El_Dorado,Américas,TZ016,TZ009,5.17,522.68,521.145,260,320,2,1,0,12,4,0,1,Bajo
Molinos,Suba - AV. Boyacá,Caracas_Sur,Suba,TZ012,TZ003,18.99,432.48,707.0,304,144,2,2,0,13,6,0,0,Alto
Las Aguas - Centro Colombo Americano,Calle 85,Eje_Ambiental,Norte,TZ015,TZ002,7.81,0.0,865.68,120,320,3,1,0,15,1,0,0,Medio
7 de Agosto,Quinta Paredes,NQS,El_Dorado,TZ008,TZ016,2.79,492.92,289.47,260,260,1,1,0,14,6,0,1,Medio
Concejo de Bogotá,Sevillana,El_Dorado,Autopista_Sur,TZ016,TZ010,8.19,491.52,397.12,260,204,1,1,0,23,4,0,0,Medio
Pepe Sierra,Calle 187,Norte,Norte,TZ002,TZ002,7.35,418.48,122.7,200,152,1,1,1,4,5,0,0,Bajo
AV. Jiménez - Caracas,Patio Bonito,Caracas,Américas,TZ001,TZ009,9.92,631.155,896.4,288,304,2,2,0,9,1,0,0,Bajo
De La Sabana,Centro Memoria,Américas,El_Dorado,TZ009,TZ016,1.78,385.88,520.04,168,260,2,2,0,12,1,0,1,Medio
Quinta Paredes,Terreros - Hospital Cardio Vascular,El_Dorado,Soacha,TZ016,TZ011,12.97,289.47,358.0,260,356,1,1,0,13,1,0,0,Medio
AV. Boyacá,San Mateo - CC Unisur,Calle_80,Soacha,TZ005,TZ011,17.78,672.6,492.8,304,424,1,3,0,4,4,0,0,Medio
Temporal Calle 34,Flores – Areandina,Caracas,Caracas,TZ001,TZ001,3.78,526.4,384.125,320,192,2,2,1,21,2,0,0,Bajo
San Diego,Zona Industrial,Carrera_10,Américas,TZ018,TZ009,3.19,1392.36,385.16,288,168,2,2,0,9,6,0,1,Medio
Carrera 53,Suba - AV. Boyacá,Calle_80,Suba,TZ005,TZ003,4.4,183.0,707.0,152,144,1,2,0,12,4,0,0,Medio
Temporal Calle 57,Zona Industrial,Caracas,Américas,TZ001,TZ009,4.43,526.365,385.16,320,168,2,2,0,13,1,0,0,Bajo
Temporal Marly,Pepe Sierra,Caracas,Norte,TZ001,TZ002,6.85,594.44,418.48,320,200,2,1,0,5,3,0,0,Bajo
Restrepo,AV. Chile,Caracas_Sur,NQS,TZ012,TZ008,9.86,480.68,694.56,200,344,2,2,0,7,2,1,1,Alto
San Martín,CAN,Suba,El_Dorado,TZ003,TZ016,4.82,357.48,289.44,192,260,1,1,0,12,1,0,1,Medio
Ciudad Universitaria - Lotería de Bogotá,Santa Isabel,El_Dorado,Autopista_Sur,TZ016,TZ010,3.88,522.68,357.04,260,240,2,1,0,15,0,0,0,Medio
Virrey,Modelia,Norte,El_Dorado,TZ002,TZ016,6.44,773.12,288.87,352,260,1,1,0,22,6,0,1,Medio
Calle 26,Hospital,Caracas,Caracas_Sur,TZ001,TZ012,2.86,638.82,369.48,0,96,2,2,0,5,0,0,1,Alto
Calle 63,Las Nieves,Caracas,Carrera_10,TZ001,TZ018,4.82,656.6,520.4,0,264,2,2,0,15,3,0,0,Medio
Suba - AV. Boyacá,Flores – Areandina,Suba,Caracas,TZ003,TZ001,7.49,707.0,384.125,144,192,2,2,0,21,1,0,0,Medio
De La Sabana,AV. Jiménez - Caracas,Américas,Caracas,TZ009,TZ001,0.33,385.88,631.155,168,288,2,2,0,21,3,0,1,Medio
Calle 146,CDS - Carrera 32,Norte,Américas,TZ002,TZ009,13.67,345.2,385.72,248,168,1,2,0,7,1,1,0,Medio
Alcalá – Colegio S. Tomás Dominicos,Country Sur,Norte,Carrera_10,TZ002,TZ018,17.45,820.76,461.24,392,264,2,2,0,22,6,0,0,Medio
La Despensa,Quiroga,Soacha,Caracas_Sur,TZ011,TZ012,8.41,358.0,345.4,224,144,1,1,0,6,1,1,0,Alto
CC Paseo Villa del Río - Madelena,Consuelo,Autopista_Sur,Caracas_Sur,TZ010,TZ012,5.43,357.0,326.28,204,192,1,1,0,20,3,0,0,Medio
Mazurén,Olaya,Norte,Caracas_Sur,TZ002,TZ012,18.47,552.416,307.28,248,296,1,1,0,13,1,0,0,Alto
NQS - Calle 30 S,Quirigua,Autopista_Sur,Calle_80,TZ010,TZ005,12.49,358.48,183.0,232,152,1,1,0,10,5,0,1,Alto
Avenida Rojas - UNISALESIANA,Banderas,El_Dorado,Américas,TZ016,TZ009,5.33,531.51,0.0,320,608,1,2,0,7,5,0,1,Medio
AV. 68,Calle 75 - Zona M,Calle_80,NQS,TZ005,TZ008,2.06,576.0,463.24,296,272,1,1,0,13,1,0,0,Bajo
Ricaurte - CL 13,Marsella,Américas,Américas,TZ009,TZ009,4.77,736.8,521.145,312,320,2,1,1,18,2,1,1,Bajo
Country Sur,Santa Lucía,Carrera_10,Caracas_Sur,TZ018,TZ012,2.89,461.24,486.24,264,272,2,2,0,6,1,1,0,Medio
Virrey,Bicentenario,Norte,Carrera_10,TZ002,TZ018,9.46,773.12,733.04,352,384,1,1,0,11,5,0,0,Bajo
De La Sabana,Modelia,Américas,El_Dorado,TZ009,TZ016,8.67,385.88,288.87,168,260,2,1,0,5,0,0,0,Medio
Suba - AV. Boyacá,Bosa,Suba,Autopista_Sur,TZ003,TZ010,18.18,707.0,504.32,144,272,2,2,0,13,1,0,0,Alto
Prado,Fucha,Norte,Caracas_Sur,TZ002,TZ012,15.53,592.0,320.16,248,144,1,1,0,16,4,0,0,Alto
AV. Jiménez - CL 13,La Despensa,Eje_Ambiental,Soacha,TZ015,TZ011,12.12,0.0,358.0,272,224,1,1,0,9,1,0,0,Medio
Carrera 53,Toberin - Foundever,Calle_80,Norte,TZ005,TZ002,7.9,183.0,1206.0,152,552,1,1,0,15,6,0,0,Bajo
Parque,Calle 19,Tunal,Caracas,TZ014,TZ001,7.84,0.0,638.715,60,320,2,2,0,11,4,0,0,Medio
Hospital,Socorro,Caracas_Sur,Caracas_Sur,TZ012,TZ012,5.52,369.48,329.6,96,200,2,1,1,8,4,1,1,Alto
Salitre - El Greco,Portal Suba,El_Dorado,Suba,TZ016,TZ003,10.7,289.44,0.0,260,304,1,1,0,21,5,0,0,Medio
AV. Jiménez - CL 13,Temporal Calle 22,Eje_Ambiental,Caracas,TZ015,TZ001,0.87,0.0,642.95,272,320,1,2,0,6,2,1,0,Medio
Portal Tunal,AV. 68,Tunal,Calle_80,TZ014,TZ005,14.49,0.0,576.0,152,296,2,1,0,9,5,0,0,Medio
Hospital,Avenida Rojas - UNISALESIANA,Caracas_Sur,El_Dorado,TZ012,TZ016,7.85,369.48,531.51,96,320,2,1,0,17,0,1,0,Alto
La Campiña,Patio Bonito,Suba,Américas,TZ003,TZ009,14.64,357.24,896.4,352,304,1,2,0,23,4,0,0,Medio
Ferias,Hortúa,Calle_80,Caracas_Sur,TZ005,TZ012,11.14,183.0,401.8,152,192,1,2,0,14,6,0,0,Medio
Venecia,AV. Cali,Autopista_Sur,Calle_80,TZ010,TZ005,12.78,423.72,568.6,204,304,1,1,0,10,1,0,0,Medio
Centro Memoria,Suba - AV. Boyacá,El_Dorado,Suba,TZ016,TZ003,11.21,520.04,707.0,260,144,2,2,0,18,3,1,1,Alto
Calle 106 - Maletas Explora,Portal Sur - JFK Coop. Financiera,Norte,Autopista_Sur,TZ002,TZ010,16.47,627.42,0.0,248,228,1,2,0,4,3,0,0,Alto
Carrera 90,Santa Isabel,Calle_80,Autopista_Sur,TZ005,TZ010,11.45,568.6,357.04,304,240,1,1,0,4,4,0,0,Medio
AV. Jiménez - Caracas,Museo Nacional,Caracas,Carrera_7,TZ001,TZ019,1.85,631.155,0.0,288,240,2,1,0,23,3,0,0,Bajo
Portal Suba,AV. 39,Suba,Caracas,TZ003,TZ001,13.63,0.0,644.0,304,312,1,2,0,20,2,0,1,Medio
Biblioteca Tintal,Pepe Sierra,Américas,Norte,TZ009,TZ002,13.33,896.4,418.48,304,200,2,1,0,17,0,1,0,Medio
San Victorino,Danubio,Carrera_10,Usme,TZ018,TZ013,7.99,791.2,996.0,384,304,2,2,0,18,0,1,0,Medio
Niza - Calle 127,Pradera - Plaza Central,Suba,Américas,TZ003,TZ009,10.61,374.24,268.83,200,200,2,1,0,6,6,0,0,Medio
Concejo de Bogotá,Temporal Calle 57,El_Dorado,Caracas,TZ016,TZ001,2.48,491.52,526.365,260,320,1,2,0,7,5,0,0,Bajo
Calle 85,Pradera - Plaza Central,Norte,Américas,TZ002,TZ009,8.16,865.68,268.83,320,200,1,1,0,14,4,0,0,Medio
Ciudad Jardín - UAN,Avenida Rojas - UNISALESIANA,Carrera_10,El_Dorado,TZ018,TZ016,9.17,433.12,531.51,264,320,1,1,0,6,6,0,0,Bajo
Gratamira,Calle 40 Sur,Suba,Caracas_Sur,TZ003,TZ012,17.6,357.4,719.68,144,392,1,2,0,6,6,0,1,Alto
Ricaurte - NQS,Calle 26,NQS,Caracas,TZ008,TZ001,2.47,996.188,638.82,392,0,2,2,0,10,2,0,0,Medio
León XIII,De La Sabana,Soacha,Américas,TZ011,TZ009,12.42,358.0,385.88,224,168,1,2,0,9,4,0,0,Medio
Suba - TV. 91,CC Paseo Villa del Río - Madelena,Suba,Autopista_Sur,TZ003,TZ010,17.65,1095.56,357.0,264,204,2,1,0,5,0,0,0,Alto
Calle 106 - Maletas Explora,Suba - Calle 100,Norte,Suba,TZ002,TZ003,1.13,627.42,357.56,248,304,1,1,0,23,5,0,0,Bajo
Portal Norte – Unicervantes,Portal 80,Norte,Calle_80,TZ002,TZ005,8.71,0.0,0.0,210,165,1,1,0,7,3,1,0,Medio
Flores – Areandina,Las Nieves,Caracas,Carrera_10,TZ001,TZ018,5.57,384.125,520.4,192,264,2,2,0,22,4,0,0,Bajo
Venecia,Terminal,Autopista_Sur,Norte,TZ010,TZ002,22.17,423.72,146.37,204,152,1,1,0,22,5,0,0,Alto
Hospital,21 Ángeles,Caracas_Sur,Suba,TZ012,TZ003,15.63,369.48,376.6,96,144,2,1,0,21,5,0,1,Alto
Museo del Oro,Tercer Milenio,Eje_Ambiental,Caracas,TZ015,TZ001,1.26,0.0,644.0,144,320,2,2,0,10,2,0,0,Medio
Comuneros,Hospital,Autopista_Sur,Caracas_Sur,TZ010,TZ012,1.82,520.64,369.48,252,96,2,2,0,13,5,0,1,Alto
Nariño,Alcalá – Colegio S. Tomás Dominicos,Caracas_Sur,Norte,TZ012,TZ002,15.72,353.96,820.76,144,392,1,2,0,22,1,0,0,Alto
AV. Boyacá,Temporal Marly,Calle_80,Caracas,TZ005,TZ001,6.66,672.6,594.44,304,320,1,2,0,21,0,0,0,Bajo
Molinos,Temporal Calle 34,Caracas_Sur,Caracas,TZ012,TZ001,9.21,432.48,526.4,304,320,2,2,0,6,3,1,0,Alto
NQS - Calle 38A S,Suba - TV. 91,Autopista_Sur,Suba,TZ010,TZ003,16.64,615.8,1095.56,212,264,1,2,0,9,0,0,1,Alto
Portal 20 de Julio,Mazurén,Carrera_10,Norte,TZ018,TZ002,19.51,0.0,552.416,350,248,1,1,0,12,4,0,0,Medio
AV. 68,AV. Jiménez - Caracas,Calle_80,Caracas,TZ005,TZ001,9.26,576.0,631.155,296,288,1,2,0,9,2,0,0,Bajo
Terreros - Hospital Cardio Vascular,Portal 80,Soacha,Calle_80,TZ011,TZ005,16.67,358.0,0.0,356,165,1,1,0,6,6,0,0,Alto
Calle 146,Flores – Areandina,Norte,Caracas,TZ002,TZ001,8.58,345.2,384.125,248,192,1,2,0,7,6,0,0,Medio
Ricaurte - NQS,Bosa,NQS,Autopista_Sur,TZ008,TZ010,9.82,996.188,504.32,392,272,2,2,0,12,5,0,0,Medio
AV. Cali,Avenida Rojas - UNISALESIANA,Calle_80,El_Dorado,TZ005,TZ016,4.6,568.6,531.51,304,320,1,1,0,21,0,0,1,Bajo
Tercer Milenio,Rionegro,Caracas,Suba,TZ001,TZ003,9.38,644.0,356.84,320,144,2,1,0,6,2,1,1,Alto
Ricaurte - CL 13,Escuela Militar,Américas,Calle_80,TZ009,TZ005,7.32,736.8,488.0,312,272,2,1,0,19,2,1,0,Medio
Gobernación,Tygua - San José,El_Dorado,Calle_13,TZ016,TZ007,4.86,289.47,486.68,260,228,1,2,0,4,5,0,0,Bajo
San Victorino,Las Aguas - Centro Colombo Americano,Carrera_10,Eje_Ambiental,TZ018,TZ015,1.01,791.2,0.0,384,120,2,3,0,23,3,0,0,Medio
Granja - Kr 77,Hospital,Calle_80,Caracas_Sur,TZ005,TZ012,11.63,1540.0,369.48,392,96,2,2,0,12,2,0,1,Alto
Avenida Rojas - UNISALESIANA,Terreros - Hospital Cardio Vascular,El_Dorado,Soacha,TZ016,TZ011,12.92,531.51,358.0,320,356,1,1,0,16,0,0,0,Medio
Sevillana,La Despensa,Autopista_Sur,Soacha,TZ010,TZ011,4.51,397.12,358.0,204,224,1,1,0,6,0,1,0,Alto
Las Aguas - Centro Colombo Americano,Portal 80,Eje_Ambiental,Calle_80,TZ015,TZ005,12.81,0.0,0.0,120,165,3,1,0,22,3,0,0,Medio
Calle 19,Paloquemao,Caracas,NQS,TZ001,TZ008,1.73,638.715,491.4,320,272,2,1,0,6,2,1,0,Medio
Portal Tunal,Carrera 90,Tunal,Calle_80,TZ014,TZ005,15.51,0.0,568.6,152,304,2,1,0,20,3,0,0,Medio
Puentelargo,La Castellana,Suba,NQS,TZ003,TZ008,2.0,357.44,657.2,200,232,1,1,0,16,2,0,0,Bajo
Alquería,Bosa,Autopista_Sur,Autopista_Sur,TZ010,TZ010,5.21,357.0,504.32,204,272,1,2,1,7,2,1,0,Medio
Quiroga,Country Sur,Caracas_Sur,Carrera_10,TZ012,TZ018,1.85,345.4,461.24,144,264,1,2,0,15,2,0,0,Alto
Suba - Calle 95,Pepe Sierra,Suba,Norte,TZ003,TZ002,1.73,358.28,418.48,144,200,1,1,0,14,4,0,0,Medio
Suba - Calle 95,Suba - AV. Boyacá,Suba,Suba,TZ003,TZ003,4.26,358.28,707.0,144,144,1,2,1,4,1,0,1,Medio
Flores – Areandina,Calle 19,Caracas,Caracas,TZ001,TZ001,5.45,384.125,638.715,192,320,2,2,1,11,6,0,0,Bajo
Avenida Rojas - UNISALESIANA,AV. Jiménez - CL 13,El_Dorado,Eje_Ambiental,TZ016,TZ015,7.33,531.51,0.0,320,272,1,1,0,11,6,0,0,Bajo
Pepe Sierra,Temporal Calle 34,Norte,Caracas,TZ002,TZ001,8.66,418.48,526.4,200,320,1,2,0,21,4,0,0,Bajo
Terreros - Hospital Cardio Vascular,Santa Isabel,Soacha,Autopista_Sur,TZ011,TZ010,10.83,358.0,357.04,356,240,1,1,0,5,1,0,1,Alto
Bicentenario,Carrera 47,Carrera_10,Calle_80,TZ018,TZ005,9.36,733.04,620.0,384,304,1,1,0,4,4,0,0,Bajo
Niza - Calle 127,Humedal Córdoba,Suba,Suba,TZ003,TZ003,0.6,374.24,357.6,200,156,2,1,1,12,0,0,0,Bajo
Fucha,Consuelo,Caracas_Sur,Caracas_Sur,TZ012,TZ012,3.71,320.16,326.28,144,192,1,1,1,8,2,1,0,Alto
Portal 80,Suba - Calle 95,Calle_80,Suba,TZ005,TZ003,5.94,0.0,358.28,165,144,1,1,0,23,5,0,0,Medio
Paloquemao,Molinos,NQS,Caracas_Sur,TZ008,TZ012,7.56,491.4,432.48,272,304,1,2,0,8,1,1,0,Medio
Museo Nacional,Mandalay,Carrera_7,Américas,TZ019,TZ009,8.18,0.0,347.115,240,240,1,1,0,7,6,0,0,Medio
Quirigua,Universidad Nacional,Calle_80,NQS,TZ005,TZ008,8.4,183.0,833.59966667,152,412,1,2,0,11,4,0,0,Medio
AV. 39,Puente Aranda,Caracas,Américas,TZ001,TZ009,3.99,644.0,356.8,312,168,2,1,0,18,5,0,1,Medio
Alquería,Campín - UAN,Autopista_Sur,NQS,TZ010,TZ008,8.38,357.0,491.28,204,272,1,2,0,14,5,0,0,Medio
AV. Jiménez - CL 13,Avenida Rojas - UNISALESIANA,Eje_Ambiental,El_Dorado,TZ015,TZ016,7.33,0.0,531.51,272,320,1,1,0,17,4,1,0,Medio
Portal 80,Calle 127,Calle_80,Norte,TZ005,TZ002,6.26,0.0,418.28,165,200,1,1,0,10,3,0,0,Bajo
Las Aguas - Centro Colombo Americano,Ciudad Universitaria - Lotería de Bogotá,Eje_Ambiental,El_Dorado,TZ015,TZ016,3.57,0.0,522.68,120,260,3,2,0,5,3,0,1,Medio
De La Sabana,CAN,Américas,El_Dorado,TZ009,TZ016,4.99,385.88,289.44,168,260,2,1,0,13,5,0,0,Bajo
AV. Cali,San Diego,Calle_80,Carrera_10,TZ005,TZ018,10.67,568.6,1392.36,304,288,1,2,0,10,3,0,0,Bajo
Pradera - Plaza Central,Rionegro,Américas,Suba,TZ009,TZ003,8.3,268.83,356.84,200,144,1,1,0,11,5,0,0,Medio
Fucha,Gratamira,Caracas_Sur,Suba,TZ012,TZ003,16.3,320.16,357.4,144,144,1,1,0,18,4,1,0,Alto
Biblioteca Tintal,Puentelargo,Américas,Suba,TZ009,TZ003,11.93,896.4,357.44,304,200,2,1,0,8,1,1,0,Medio
San Diego,Calle 26,Carrera_10,Caracas,TZ018,TZ001,0.64,1392.36,638.82,288,0,2,2,0,20,0,0,1,Medio
La Castellana,San Facon Carrera 22,NQS,Américas,TZ008,TZ009,7.73,657.2,520.64,232,272,1,2,0,16,2,0,1,Bajo
Banderas,Marsella,Américas,Américas,TZ009,TZ009,1.74,0.0,521.145,608,320,2,1,1,11,4,0,1,Bajo
Temporal Calle 34,Calle 72,Caracas,Caracas,TZ001,TZ001,4.16,526.4,734.52,320,0,2,2,1,16,6,0,0,Bajo
Universidades – CityU,Corferias,El_Dorado,El_Dorado,TZ016,TZ016,4.13,491.4,424.28,260,252,2,1,1,12,2,0,0,Bajo
Mandalay,Calle 45 - American School Way,Américas,Caracas,TZ009,TZ001,8.14,347.115,638.89,240,320,1,2,0,12,6,0,1,Medio
Calle 26,Venecia,Caracas,Autopista_Sur,TZ001,TZ010,8.16,638.82,423.72,0,204,2,1,0,10,2,0,1,Alto
Carrera 53,Héroes,Calle_80,Norte,TZ005,TZ002,2.43,183.0,669.6,152,264,1,1,0,13,0,0,1,Medio
Calle 100 - Marketmedios,Molinos,Norte,Caracas_Sur,TZ002,TZ012,15.8,814.44,432.48,392,304,2,2,0,21,1,0,0,Medio
Ricaurte - CL 13,CC Paseo Villa del Río - Madelena,Américas,Autopista_Sur,TZ009,TZ010,7.59,736.8,357.0,312,204,2,1,0,21,5,0,1,Medio
AV. 1 Mayo,Suba - TV. 91,Carrera_10,Suba,TZ018,TZ003,18.03,869.28,1095.56,384,264,2,2,0,7,4,1,0,Medio
Carrera 90,Humedal Córdoba,Calle_80,Suba,TZ005,TZ003,3.71,568.6,357.6,304,156,1,1,0,11,4,0,0,Bajo
NQS - Calle 38A S,Portal 80,Autopista_Sur,Calle_80,TZ010,TZ005,12.98,615.8,0.0,212,165,1,1,0,12,0,0,0,Medio
NQS - Calle 30 S,Salitre - El Greco,Autopista_Sur,El_Dorado,TZ010,TZ016,6.49,358.48,289.44,232,260,1,1,0,19,3,1,0,Alto
Calle 45 - American School Way,Flores – Areandina,Caracas,Caracas,TZ001,TZ001,2.66,638.89,384.125,320,192,2,2,1,13,6,0,0,Bajo
De La Sabana,Calle 63,Américas,Caracas,TZ009,TZ001,5.14,385.88,656.6,168,0,2,2,0,23,0,0,1,Medio
Calle 26,CC Paseo Villa del Río - Madelena,Caracas,Autopista_Sur,TZ001,TZ010,9.66,638.82,357.0,0,204,2,1,0,8,3,1,1,Alto
Ferias,Banderas,Calle_80,Américas,TZ005,TZ009,9.48,183.0,0.0,152,608,1,2,0,15,4,0,0,Medio
CAN,Socorro,El_Dorado,Caracas_Sur,TZ016,TZ012,9.6,289.44,329.6,260,200,1,1,0,10,3,0,0,Medio
San Facon Carrera 22,Ciudad Universitaria - Lotería de Bogotá,Américas,El_Dorado,TZ009,TZ016,2.38,520.64,522.68,272,260,2,2,0,14,2,0,0,Bajo
Las Nieves,Transversal 86,Carrera_10,Américas,TZ018,TZ009,9.17,520.4,347.13,264,240,2,1,0,21,0,0,1,Medio
Normandía,Portal 80,El_Dorado,Calle_80,TZ016,TZ005,4.55,318.09,0.0,260,165,1,1,0,4,0,0,0,Bajo
Ciudad Jardín - UAN,San Bernardo,Carrera_10,Carrera_10,TZ018,TZ018,1.17,433.12,462.84,264,264,1,2,1,10,4,0,0,Bajo
El Tiempo – Cámara de Comercio de Bogotá,San Diego,El_Dorado,Carrera_10,TZ016,TZ018,6.38,289.44,1392.36,240,288,1,2,0,6,3,1,0,Medio
Temporal Marly,Temporal Calle 34,Caracas,Caracas,TZ001,TZ001,1.81,594.44,526.4,320,320,2,2,1,11,3,0,0,Bajo
CDS - Carrera 32,AV. Jiménez - CL 13,Américas,Eje_Ambiental,TZ009,TZ015,2.2,385.72,0.0,168,272,2,1,0,13,4,0,0,Bajo
AV. Jiménez - CL 13,Mazurén,Eje_Ambiental,Norte,TZ015,TZ002,15.0,0.0,552.416,272,248,1,1,0,6,0,1,0,Medio
Terreros - Hospital Cardio Vascular,Museo Nacional,Soacha,Carrera_7,TZ011,TZ019,14.74,358.0,0.0,356,240,1,1,0,13,6,0,0,Medio
Movistar Arena,Rionegro,NQS,Suba,TZ008,TZ003,3.69,491.28,356.84,272,144,1,1,0,11,2,0,0,Medio
Portal Sur - JFK Coop. Financiera,Venecia,Autopista_Sur,Autopista_Sur,TZ010,TZ010,2.96,0.0,423.72,228,204,2,1,1,6,5,0,1,Medio
Socorro,Carrera 90,Caracas_Sur,Calle_80,TZ012,TZ005,15.74,329.6,568.6,200,304,1,1,0,5,6,0,0,Alto
Humedal Córdoba,Gobernación,Suba,El_Dorado,TZ003,TZ016,7.64,357.6,289.47,156,260,1,1,0,4,6,0,0,Bajo
Toberin - Foundever,Rionegro,Norte,Suba,TZ002,TZ003,7.57,1206.0,356.84,552,144,1,1,0,13,0,0,0,Medio
Perdomo,Sevillana,Autopista_Sur,Autopista_Sur,TZ010,TZ010,1.95,396.96,397.12,200,204,1,1,1,14,5,0,0,Bajo
Portal Usme,Temporal Calle 22,Usme,Caracas,TZ013,TZ001,9.97,0.0,642.95,210,320,1,2,0,13,1,0,0,Medio
21 Ángeles,Banderas,Suba,Américas,TZ003,TZ009,13.63,376.6,0.0,144,608,1,2,0,17,0,1,0,Alto
Pepe Sierra,Portal Américas,Norte,Américas,TZ002,TZ009,15.12,418.48,0.0,200,342,1,1,0,18,4,1,0,Alto
San Mateo - CC Unisur,Quinta Paredes,Soacha,El_Dorado,TZ011,TZ016,13.7,492.8,289.47,424,260,3,1,0,4,1,0,0,Medio
Calle 100 - Marketmedios,AV. 68,Norte,Calle_80,TZ002,TZ005,2.57,814.44,576.0,392,296,2,1,0,19,4,1,1,Medio
